,UnderlyingSymbol,UnderlyingPrice,Exchange,OptionRoot,OptionExt,Type,Expiration,DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,T1OpenInterest
82846,TXN,111.4,*,TXN180622C00118000,,call,2018-06-22,2018-05-16,118.0,0.73,0.74,0.82,0,10,10
82854,TXN,111.4,*,TXN180622C00125000,,call,2018-06-22,2018-05-16,125.0,0.15,0.12,0.18,0,10,10
82884,TXN,111.4,*,TXN180629C00104000,,call,2018-06-29,2018-05-16,104.0,8.01,6.9,10.15,0,1,1
82892,TXN,111.4,*,TXN180629C00108000,,call,2018-06-29,2018-05-16,108.0,5.55,5.55,5.65,4,1,5
82894,TXN,111.4,*,TXN180629C00109000,,call,2018-06-29,2018-05-16,109.0,4.66,4.85,5.0,2,2,0
82896,TXN,111.4,*,TXN180629C00110000,,call,2018-06-29,2018-05-16,110.0,4.25,4.2,4.35,1,20,21
82898,TXN,111.4,*,TXN180629C00111000,,call,2018-06-29,2018-05-16,111.0,3.47,3.6,3.75,3,0,3
82902,TXN,111.4,*,TXN180629C00113000,,call,2018-06-29,2018-05-16,113.0,2.74,2.6,2.72,4,1,5
82906,TXN,111.4,*,TXN180629C00115000,,call,2018-06-29,2018-05-16,115.0,1.76,1.8,1.88,9,1,8
82908,TXN,111.4,*,TXN180629C00116000,,call,2018-06-29,2018-05-16,116.0,1.57,1.47,1.55,21,11,30
82910,TXN,111.4,*,TXN180629C00117000,,call,2018-06-29,2018-05-16,117.0,1.27,1.2,1.27,21,0,20
82918,TXN,111.4,*,TXN180629C00121000,,call,2018-06-29,2018-05-16,121.0,0.55,0.48,0.55,3,0,3
82922,TXN,111.4,*,TXN180720C00060000,,call,2018-07-20,2018-05-16,60.0,43.85,49.8,53.05,0,1,1
82924,TXN,111.4,*,TXN180720C00065000,,call,2018-07-20,2018-05-16,65.0,38.9,44.8,48.1,0,1,1
82926,TXN,111.4,*,TXN180720C00070000,,call,2018-07-20,2018-05-16,70.0,37.38,39.85,43.2,0,0,0
82928,TXN,111.4,*,TXN180720C00075000,,call,2018-07-20,2018-05-16,75.0,30.5,36.0,36.9,0,10,10
82930,TXN,111.4,*,TXN180720C00080000,,call,2018-07-20,2018-05-16,80.0,30.3,31.3,32.0,0,31,31
82932,TXN,111.4,*,TXN180720C00085000,,call,2018-07-20,2018-05-16,85.0,16.25,26.25,27.15,0,3,3
82934,TXN,111.4,*,TXN180720C00087500,,call,2018-07-20,2018-05-16,87.5,15.15,22.65,26.0,0,47,47
82936,TXN,111.4,*,TXN180720C00090000,,call,2018-07-20,2018-05-16,90.0,20.55,21.35,22.2,0,152,152
82938,TXN,111.4,*,TXN180720C00092500,,call,2018-07-20,2018-05-16,92.5,17.55,19.1,19.8,0,85,85
82940,TXN,111.4,*,TXN180720C00095000,,call,2018-07-20,2018-05-16,95.0,16.58,16.75,17.4,0,232,232
82942,TXN,111.4,*,TXN180720C00097500,,call,2018-07-20,2018-05-16,97.5,13.44,14.45,15.1,0,225,225
82944,TXN,111.4,*,TXN180720C00100000,,call,2018-07-20,2018-05-16,100.0,12.13,12.35,12.85,0,1568,1568
82946,TXN,111.4,*,TXN180720C00105000,,call,2018-07-20,2018-05-16,105.0,8.57,8.55,8.7,5,1270,1268
82948,TXN,111.4,*,TXN180720C00110000,,call,2018-07-20,2018-05-16,110.0,4.95,5.1,5.2,196,3995,4072
82950,TXN,111.4,*,TXN180720C00115000,,call,2018-07-20,2018-05-16,115.0,2.57,2.63,2.69,380,2106,2152
82952,TXN,111.4,*,TXN180720C00120000,,call,2018-07-20,2018-05-16,120.0,1.13,1.14,1.21,10,3556,3562
82954,TXN,111.4,*,TXN180720C00125000,,call,2018-07-20,2018-05-16,125.0,0.48,0.46,0.51,17,1895,1907
82956,TXN,111.4,*,TXN180720C00130000,,call,2018-07-20,2018-05-16,130.0,0.22,0.19,0.22,0,547,547
82958,TXN,111.4,*,TXN180720C00135000,,call,2018-07-20,2018-05-16,135.0,0.07,0.08,0.15,0,262,262
82960,TXN,111.4,*,TXN180720C00140000,,call,2018-07-20,2018-05-16,140.0,0.1,0.05,0.11,402,4770,5170
82962,TXN,111.4,*,TXN180720C00145000,,call,2018-07-20,2018-05-16,145.0,0.05,0.02,0.07,0,370,370
82970,TXN,111.4,*,TXN180921C00085000,,call,2018-09-21,2018-05-16,85.0,20.67,26.5,27.6,0,3,3
82972,TXN,111.4,*,TXN180921C00090000,,call,2018-09-21,2018-05-16,90.0,21.55,21.95,22.85,0,1,1
82974,TXN,111.4,*,TXN180921C00095000,,call,2018-09-21,2018-05-16,95.0,17.65,17.9,18.3,0,145,145
82976,TXN,111.4,*,TXN180921C00097500,,call,2018-09-21,2018-05-16,97.5,14.35,15.65,16.15,0,1,1
82978,TXN,111.4,*,TXN180921C00100000,,call,2018-09-21,2018-05-16,100.0,13.5,13.95,14.1,2,81,83
82980,TXN,111.4,*,TXN180921C00105000,,call,2018-09-21,2018-05-16,105.0,10.25,10.3,10.4,12,231,242
82982,TXN,111.4,*,TXN180921C00110000,,call,2018-09-21,2018-05-16,110.0,7.05,7.15,7.3,1,101,102
82984,TXN,111.4,*,TXN180921C00115000,,call,2018-09-21,2018-05-16,115.0,4.75,4.7,4.8,107,365,467
82986,TXN,111.4,*,TXN180921C00120000,,call,2018-09-21,2018-05-16,120.0,3.0,2.9,2.95,11,51,61
82988,TXN,111.4,*,TXN180921C00125000,,call,2018-09-21,2018-05-16,125.0,1.7,1.69,1.74,13,22,35
82990,TXN,111.4,*,TXN180921C00130000,,call,2018-09-21,2018-05-16,130.0,0.8,0.94,0.99,0,15,15
82998,TXN,111.4,*,TXN181019C00070000,,call,2018-10-19,2018-05-16,70.0,39.45,39.5,44.0,0,5,5
83000,TXN,111.4,*,TXN181019C00075000,,call,2018-10-19,2018-05-16,75.0,25.4,35.05,38.55,0,8,8
83002,TXN,111.4,*,TXN181019C00080000,,call,2018-10-19,2018-05-16,80.0,21.98,30.3,33.7,0,1,1
83006,TXN,111.4,*,TXN181019C00090000,,call,2018-10-19,2018-05-16,90.0,22.7,22.1,23.3,1,178,178
83008,TXN,111.4,*,TXN181019C00092500,,call,2018-10-19,2018-05-16,92.5,19.02,18.9,22.25,0,34,34
83010,TXN,111.4,*,TXN181019C00095000,,call,2018-10-19,2018-05-16,95.0,18.5,16.9,20.0,12,148,143
83012,TXN,111.4,*,TXN181019C00097500,,call,2018-10-19,2018-05-16,97.5,16.3,14.75,17.6,21,155,145
83014,TXN,111.4,*,TXN181019C00100000,,call,2018-10-19,2018-05-16,100.0,13.3,14.05,14.8,0,214,214
83016,TXN,111.4,*,TXN181019C00105000,,call,2018-10-19,2018-05-16,105.0,10.8,10.95,11.2,8,661,660
83018,TXN,111.4,*,TXN181019C00110000,,call,2018-10-19,2018-05-16,110.0,7.8,7.85,8.1,25,688,693
83020,TXN,111.4,*,TXN181019C00115000,,call,2018-10-19,2018-05-16,115.0,4.85,5.35,5.5,4,904,904
83022,TXN,111.4,*,TXN181019C00120000,,call,2018-10-19,2018-05-16,120.0,3.4,3.45,3.6,10,783,783
83024,TXN,111.4,*,TXN181019C00125000,,call,2018-10-19,2018-05-16,125.0,2.03,2.01,2.34,1,3663,3664
83026,TXN,111.4,*,TXN181019C00130000,,call,2018-10-19,2018-05-16,130.0,0.47,1.24,1.38,0,231,231
83028,TXN,111.4,*,TXN181019C00135000,,call,2018-10-19,2018-05-16,135.0,0.68,0.68,0.83,0,291,291
83030,TXN,111.4,*,TXN181019C00140000,,call,2018-10-19,2018-05-16,140.0,0.16,0.37,0.49,0,51,51
83032,TXN,111.4,*,TXN181019C00145000,,call,2018-10-19,2018-05-16,145.0,0.25,0.19,0.31,0,3,3
83034,TXN,111.4,*,TXN181019C00150000,,call,2018-10-19,2018-05-16,150.0,0.08,0.1,0.21,0,15,15
83036,TXN,111.4,*,TXN190118C00035000,,call,2019-01-18,2018-05-16,35.0,68.84,74.05,78.75,0,2,2
83038,TXN,111.4,*,TXN190118C00040000,,call,2019-01-18,2018-05-16,40.0,63.97,69.05,73.65,0,0,0
83040,TXN,111.4,*,TXN190118C00045000,,call,2019-01-18,2018-05-16,45.0,30.0,64.15,68.75,0,0,0
83042,TXN,111.4,*,TXN190118C00050000,,call,2019-01-18,2018-05-16,50.0,53.85,59.15,63.9,0,1,1
83044,TXN,111.4,*,TXN190118C00055000,,call,2019-01-18,2018-05-16,55.0,48.95,54.25,58.85,0,0,0
83046,TXN,111.4,*,TXN190118C00060000,,call,2019-01-18,2018-05-16,60.0,51.14,49.35,53.9,0,7,7
83048,TXN,111.4,*,TXN190118C00062500,,call,2019-01-18,2018-05-16,62.5,46.62,46.85,51.45,0,156,156
83050,TXN,111.4,*,TXN190118C00065000,,call,2019-01-18,2018-05-16,65.0,36.35,44.5,49.0,0,13,13
83052,TXN,111.4,*,TXN190118C00067500,,call,2019-01-18,2018-05-16,67.5,18.85,42.05,46.7,0,9,9
83054,TXN,111.4,*,TXN190118C00070000,,call,2019-01-18,2018-05-16,70.0,33.35,39.65,44.3,0,69,69
83056,TXN,111.4,*,TXN190118C00072500,,call,2019-01-18,2018-05-16,72.5,33.18,38.55,40.4,0,98,98
83058,TXN,111.4,*,TXN190118C00075000,,call,2019-01-18,2018-05-16,75.0,29.46,35.45,38.8,0,244,244
83060,TXN,111.4,*,TXN190118C00077500,,call,2019-01-18,2018-05-16,77.5,24.5,32.8,36.5,0,132,132
83062,TXN,111.4,*,TXN190118C00080000,,call,2019-01-18,2018-05-16,80.0,23.6,30.8,34.25,0,207,207
83064,TXN,111.4,*,TXN190118C00082500,,call,2019-01-18,2018-05-16,82.5,20.0,28.5,31.95,0,208,208
83066,TXN,111.4,*,TXN190118C00085000,,call,2019-01-18,2018-05-16,85.0,21.18,27.5,28.45,0,287,287
83068,TXN,111.4,*,TXN190118C00087500,,call,2019-01-18,2018-05-16,87.5,19.19,25.25,26.25,0,134,134
83070,TXN,111.4,*,TXN190118C00090000,,call,2019-01-18,2018-05-16,90.0,22.1,23.3,24.35,0,478,478
83072,TXN,111.4,*,TXN190118C00092500,,call,2019-01-18,2018-05-16,92.5,20.14,20.0,22.9,0,164,164
83074,TXN,111.4,*,TXN190118C00095000,,call,2019-01-18,2018-05-16,95.0,20.0,19.05,20.2,3,804,801
83076,TXN,111.4,*,TXN190118C00097500,,call,2019-01-18,2018-05-16,97.5,17.5,17.5,18.25,0,536,536
83078,TXN,111.4,*,TXN190118C00100000,,call,2019-01-18,2018-05-16,100.0,16.27,14.45,16.65,30,844,868
83080,TXN,111.4,*,TXN190118C00105000,,call,2019-01-18,2018-05-16,105.0,12.75,12.7,12.9,2,869,867
83082,TXN,111.4,*,TXN190118C00110000,,call,2019-01-18,2018-05-16,110.0,9.1,9.8,9.95,3,1666,1666
83084,TXN,111.4,*,TXN190118C00115000,,call,2019-01-18,2018-05-16,115.0,7.35,7.3,7.5,30,1579,1603
83086,TXN,111.4,*,TXN190118C00120000,,call,2019-01-18,2018-05-16,120.0,5.45,5.3,5.45,3,2673,2674
83088,TXN,111.4,*,TXN190118C00125000,,call,2019-01-18,2018-05-16,125.0,3.2,3.75,3.9,0,7336,7336
83090,TXN,111.4,*,TXN190118C00130000,,call,2019-01-18,2018-05-16,130.0,2.6,2.6,2.74,1,4838,4839
83092,TXN,111.4,*,TXN190118C00135000,,call,2019-01-18,2018-05-16,135.0,1.7,1.74,1.84,0,1617,1617
83094,TXN,111.4,*,TXN190118C00140000,,call,2019-01-18,2018-05-16,140.0,0.69,1.13,1.23,0,535,535
83096,TXN,111.4,*,TXN190118C00145000,,call,2019-01-18,2018-05-16,145.0,0.45,0.72,0.87,0,209,209
83098,TXN,111.4,*,TXN190118C00150000,,call,2019-01-18,2018-05-16,150.0,0.26,0.45,0.6,0,123,123
83100,TXN,111.4,*,TXN190118C00155000,,call,2019-01-18,2018-05-16,155.0,0.81,0.27,0.68,0,26,26
83102,TXN,111.4,*,TXN190118C00160000,,call,2019-01-18,2018-05-16,160.0,0.24,0.18,0.31,0,80,80
83104,TXN,111.4,*,TXN190118C00165000,,call,2019-01-18,2018-05-16,165.0,0.13,0.1,0.24,0,31,31
83126,TXN,111.4,*,TXN190621C00100000,,call,2019-06-21,2018-05-16,100.0,11.84,18.05,18.6,0,3,3
83128,TXN,111.4,*,TXN190621C00105000,,call,2019-06-21,2018-05-16,105.0,13.6,15.2,15.5,0,4,4
83130,TXN,111.4,*,TXN190621C00110000,,call,2019-06-21,2018-05-16,110.0,12.2,12.5,12.8,0,64,64
83132,TXN,111.4,*,TXN190621C00115000,,call,2019-06-21,2018-05-16,115.0,10.2,10.1,10.3,6,18,21
83134,TXN,111.4,*,TXN190621C00120000,,call,2019-06-21,2018-05-16,120.0,8.0,8.05,8.25,0,33,33
83136,TXN,111.4,*,TXN190621C00125000,,call,2019-06-21,2018-05-16,125.0,6.35,6.35,6.5,1,43,44
83138,TXN,111.4,*,TXN190621C00130000,,call,2019-06-21,2018-05-16,130.0,4.55,4.95,5.15,0,81,81
83140,TXN,111.4,*,TXN190621C00135000,,call,2019-06-21,2018-05-16,135.0,3.4,3.8,3.95,0,37,37
83142,TXN,111.4,*,TXN190621C00140000,,call,2019-06-21,2018-05-16,140.0,2.66,2.88,3.05,0,12,12
83144,TXN,111.4,*,TXN190621C00145000,,call,2019-06-21,2018-05-16,145.0,1.31,2.19,2.3,0,16,16
83146,TXN,111.4,*,TXN190621C00150000,,call,2019-06-21,2018-05-16,150.0,0.97,1.64,1.75,0,12,12
83154,TXN,111.4,*,TXN200117C00045000,,call,2020-01-17,2018-05-16,45.0,67.99,64.0,68.95,0,0,0
83156,TXN,111.4,*,TXN200117C00050000,,call,2020-01-17,2018-05-16,50.0,48.2,59.05,64.0,0,0,0
83158,TXN,111.4,*,TXN200117C00055000,,call,2020-01-17,2018-05-16,55.0,51.44,54.0,59.0,0,19,19
83160,TXN,111.4,*,TXN200117C00060000,,call,2020-01-17,2018-05-16,60.0,50.17,49.5,54.5,0,30,30
83162,TXN,111.4,*,TXN200117C00065000,,call,2020-01-17,2018-05-16,65.0,45.6,45.0,50.0,0,130,130
83164,TXN,111.4,*,TXN200117C00070000,,call,2020-01-17,2018-05-16,70.0,35.16,40.5,45.5,0,59,59
83166,TXN,111.4,*,TXN200117C00072500,,call,2020-01-17,2018-05-16,72.5,42.88,38.55,43.4,0,3,3
83168,TXN,111.4,*,TXN200117C00075000,,call,2020-01-17,2018-05-16,75.0,31.55,36.3,40.45,0,9,9
83170,TXN,111.4,*,TXN200117C00077500,,call,2020-01-17,2018-05-16,77.5,26.56,34.15,38.9,0,1,1
83172,TXN,111.4,*,TXN200117C00080000,,call,2020-01-17,2018-05-16,80.0,33.8,33.3,36.45,1,131,130
83174,TXN,111.4,*,TXN200117C00082500,,call,2020-01-17,2018-05-16,82.5,26.4,30.65,34.85,0,36,36
83176,TXN,111.4,*,TXN200117C00085000,,call,2020-01-17,2018-05-16,85.0,28.92,30.15,31.8,0,61,61
83178,TXN,111.4,*,TXN200117C00087500,,call,2020-01-17,2018-05-16,87.5,29.0,26.9,30.7,0,19,19
83180,TXN,111.4,*,TXN200117C00090000,,call,2020-01-17,2018-05-16,90.0,27.99,25.15,29.35,5,65,64
83182,TXN,111.4,*,TXN200117C00092500,,call,2020-01-17,2018-05-16,92.5,24.24,25.15,26.6,0,15,15
83184,TXN,111.4,*,TXN200117C00095000,,call,2020-01-17,2018-05-16,95.0,16.49,21.75,25.65,0,112,112
83186,TXN,111.4,*,TXN200117C00097500,,call,2020-01-17,2018-05-16,97.5,16.75,21.95,23.3,0,74,74
83188,TXN,111.4,*,TXN200117C00100000,,call,2020-01-17,2018-05-16,100.0,19.52,20.9,21.2,0,285,285
83190,TXN,111.4,*,TXN200117C00105000,,call,2020-01-17,2018-05-16,105.0,17.86,18.0,18.55,5,173,168
83192,TXN,111.4,*,TXN200117C00110000,,call,2020-01-17,2018-05-16,110.0,15.61,15.45,15.9,25,772,762
83194,TXN,111.4,*,TXN200117C00115000,,call,2020-01-17,2018-05-16,115.0,13.37,13.15,13.55,5,559,559
83196,TXN,111.4,*,TXN200117C00120000,,call,2020-01-17,2018-05-16,120.0,7.96,11.1,11.5,0,500,500
83198,TXN,111.4,*,TXN200117C00125000,,call,2020-01-17,2018-05-16,125.0,9.06,9.2,9.6,0,119,119
83200,TXN,111.4,*,TXN200117C00130000,,call,2020-01-17,2018-05-16,130.0,7.4,7.75,8.1,0,126,126
83202,TXN,111.4,*,TXN200117C00135000,,call,2020-01-17,2018-05-16,135.0,6.5,6.35,6.75,1,50,50
83204,TXN,111.4,*,TXN200117C00140000,,call,2020-01-17,2018-05-16,140.0,5.2,5.2,5.5,0,86,86
83206,TXN,111.4,*,TXN200117C00145000,,call,2020-01-17,2018-05-16,145.0,3.15,4.3,4.7,0,73,73
83208,TXN,111.4,*,TXN200117C00150000,,call,2020-01-17,2018-05-16,150.0,3.55,3.45,3.8,0,68,68
83210,TXN,111.4,*,TXN200117C00155000,,call,2020-01-17,2018-05-16,155.0,2.85,2.88,3.1,0,7,7
83212,TXN,111.4,*,TXN200117C00160000,,call,2020-01-17,2018-05-16,160.0,1.2,2.1,2.56,0,48,48
83214,TXN,111.4,*,TXN200117C00165000,,call,2020-01-17,2018-05-16,165.0,1.85,1.83,2.33,0,11,11
83216,TXN,111.4,*,TXN200117C00170000,,call,2020-01-17,2018-05-16,170.0,0.99,1.48,1.75,0,6,6
83218,TXN,111.4,*,TXN200117C00175000,,call,2020-01-17,2018-05-16,175.0,1.35,1.22,1.45,2,35,37
83240,MCO,162.71,*,MCO180518C00120000,,call,2018-05-18,2018-05-02,120.0,50.75,42.25,45.2,0,58,58
83242,MCO,162.71,*,MCO180518C00125000,,call,2018-05-18,2018-05-02,125.0,40.3,37.0,40.25,0,4,4
83244,MCO,162.71,*,MCO180518C00130000,,call,2018-05-18,2018-05-02,130.0,33.5,32.3,35.1,0,2,2
83246,MCO,162.71,*,MCO180518C00135000,,call,2018-05-18,2018-05-02,135.0,14.91,27.35,30.15,0,33,33
83248,MCO,162.71,*,MCO180518C00140000,,call,2018-05-18,2018-05-02,140.0,22.52,22.2,25.25,0,27,27
83250,MCO,162.71,*,MCO180518C00145000,,call,2018-05-18,2018-05-02,145.0,17.29,17.15,20.3,0,7,7
83252,MCO,162.71,*,MCO180518C00150000,,call,2018-05-18,2018-05-02,150.0,11.71,12.65,15.5,0,26,26
83254,MCO,162.71,*,MCO180518C00155000,,call,2018-05-18,2018-05-02,155.0,7.65,8.2,8.7,0,90,90
83256,MCO,162.71,*,MCO180518C00160000,,call,2018-05-18,2018-05-02,160.0,4.28,4.25,4.75,0,733,733
83258,MCO,162.71,*,MCO180518C00165000,,call,2018-05-18,2018-05-02,165.0,1.86,1.6,2.03,0,761,761
83260,MCO,162.71,*,MCO180518C00170000,,call,2018-05-18,2018-05-02,170.0,0.57,0.39,0.75,0,1690,1690
83262,MCO,162.71,*,MCO180518C00175000,,call,2018-05-18,2018-05-02,175.0,0.1,0.07,0.31,1756,2082,380
83264,MCO,162.71,*,MCO180518C00180000,,call,2018-05-18,2018-05-02,180.0,0.05,0.0,0.07,3,68,65
83266,MCO,162.71,*,MCO180518C00185000,,call,2018-05-18,2018-05-02,185.0,0.07,0.0,0.07,0,175,175
83268,MCO,162.71,*,MCO180518C00190000,,call,2018-05-18,2018-05-02,190.0,0.11,0.0,0.06,0,321,321
83284,MCO,162.71,*,MCO180615C00155000,,call,2018-06-15,2018-05-02,155.0,11.2,9.3,9.8,0,1,1
83286,MCO,162.71,*,MCO180615C00160000,,call,2018-06-15,2018-05-02,160.0,8.2,5.8,6.25,0,110,110
83288,MCO,162.71,*,MCO180615C00165000,,call,2018-06-15,2018-05-02,165.0,4.0,3.1,3.45,4,147,143
83290,MCO,162.71,*,MCO180615C00170000,,call,2018-06-15,2018-05-02,170.0,1.61,1.41,1.73,3,33,36
83292,MCO,162.71,*,MCO180615C00175000,,call,2018-06-15,2018-05-02,175.0,2.1,0.54,1.09,0,3,3
83294,MCO,162.71,*,MCO180615C00180000,,call,2018-06-15,2018-05-02,180.0,0.27,0.1,0.72,0,1,1
83296,MCO,162.71,*,MCO180615C00185000,,call,2018-06-15,2018-05-02,185.0,0.51,0.0,0.39,0,1,1
83316,MCO,162.71,*,MCO180817C00105000,,call,2018-08-17,2018-05-02,105.0,45.3,56.25,60.8,0,5,5
83322,MCO,162.71,*,MCO180817C00120000,,call,2018-08-17,2018-05-02,120.0,45.15,42.95,46.1,0,0,0
83332,MCO,162.71,*,MCO180817C00145000,,call,2018-08-17,2018-05-02,145.0,11.5,19.95,22.15,0,2,2
83334,MCO,162.71,*,MCO180817C00150000,,call,2018-08-17,2018-05-02,150.0,19.79,15.95,18.05,0,20,20
83336,MCO,162.71,*,MCO180817C00155000,,call,2018-08-17,2018-05-02,155.0,13.0,12.05,14.25,0,41,41
83338,MCO,162.71,*,MCO180817C00160000,,call,2018-08-17,2018-05-02,160.0,9.85,9.1,9.95,1,38,38
83340,MCO,162.71,*,MCO180817C00165000,,call,2018-08-17,2018-05-02,165.0,7.66,6.35,6.95,0,41,41
83342,MCO,162.71,*,MCO180817C00170000,,call,2018-08-17,2018-05-02,170.0,4.45,4.2,4.85,1,102,102
83344,MCO,162.71,*,MCO180817C00175000,,call,2018-08-17,2018-05-02,175.0,4.8,2.66,3.4,0,48,48
83346,MCO,162.71,*,MCO180817C00180000,,call,2018-08-17,2018-05-02,180.0,1.9,1.6,2.05,3,53,53
83348,MCO,162.71,*,MCO180817C00185000,,call,2018-08-17,2018-05-02,185.0,2.14,0.95,1.92,0,53,53
83350,MCO,162.71,*,MCO180817C00190000,,call,2018-08-17,2018-05-02,190.0,0.84,0.16,1.27,0,17,17
83352,MCO,162.71,*,MCO180817C00195000,,call,2018-08-17,2018-05-02,195.0,2.37,0.0,0.77,0,2,2
83354,MCO,162.71,*,MCO180817C00200000,,call,2018-08-17,2018-05-02,200.0,1.57,0.0,0.47,0,11,11
83370,MCO,162.71,*,MCO181116C00120000,,call,2018-11-16,2018-05-02,120.0,40.66,43.55,47.0,0,1,1
83374,MCO,162.71,*,MCO181116C00130000,,call,2018-11-16,2018-05-02,130.0,33.43,35.25,38.05,0,8,8
83382,MCO,162.71,*,MCO181116C00150000,,call,2018-11-16,2018-05-02,150.0,19.02,18.75,21.25,0,150,150
83384,MCO,162.71,*,MCO181116C00155000,,call,2018-11-16,2018-05-02,155.0,19.15,15.3,17.3,0,10,10
83386,MCO,162.71,*,MCO181116C00160000,,call,2018-11-16,2018-05-02,160.0,11.73,12.2,13.3,0,17,17
83388,MCO,162.71,*,MCO181116C00165000,,call,2018-11-16,2018-05-02,165.0,10.83,9.45,10.75,0,36,36
83390,MCO,162.71,*,MCO181116C00170000,,call,2018-11-16,2018-05-02,170.0,7.85,7.2,8.4,0,158,158
83392,MCO,162.71,*,MCO181116C00175000,,call,2018-11-16,2018-05-02,175.0,6.05,5.35,6.3,0,6,6
83394,MCO,162.71,*,MCO181116C00180000,,call,2018-11-16,2018-05-02,180.0,4.35,3.85,4.75,2,219,219
83396,MCO,162.71,*,MCO181116C00185000,,call,2018-11-16,2018-05-02,185.0,4.65,2.58,3.55,0,1,1
83398,MCO,162.71,*,MCO181116C00190000,,call,2018-11-16,2018-05-02,190.0,2.05,1.78,2.65,3,2,5
83402,MCO,162.71,*,MCO181116C00200000,,call,2018-11-16,2018-05-02,200.0,1.0,0.39,1.48,0,10,10
83404,MCO,162.71,*,MCO181116C00210000,,call,2018-11-16,2018-05-02,210.0,0.7,0.0,0.92,0,1,1
83420,NEE,163.45,*,NEE180518C00145000,,call,2018-05-18,2018-05-02,145.0,17.0,16.6,18.9,0,9,9
83422,NEE,163.45,*,NEE180518C00150000,,call,2018-05-18,2018-05-02,150.0,11.0,11.4,14.4,0,5,5
83424,NEE,163.45,*,NEE180518C00155000,,call,2018-05-18,2018-05-02,155.0,8.9,7.6,9.1,0,97,97
83426,NEE,163.45,*,NEE180518C00160000,,call,2018-05-18,2018-05-02,160.0,4.3,4.0,4.5,123,781,692
83428,NEE,163.45,*,NEE180518C00165000,,call,2018-05-18,2018-05-02,165.0,1.1,1.05,1.35,2101,4183,2947
83430,NEE,163.45,*,NEE180518C00170000,,call,2018-05-18,2018-05-02,170.0,0.15,0.1,0.2,10,1152,1152
83432,NEE,163.45,*,NEE180518C00175000,,call,2018-05-18,2018-05-02,175.0,0.06,0.0,0.05,0,192,192
83434,NEE,163.45,*,NEE180518C00180000,,call,2018-05-18,2018-05-02,180.0,0.05,0.0,0.05,0,5,5
83436,NEE,163.45,*,NEE180518C00185000,,call,2018-05-18,2018-05-02,185.0,0.05,0.0,0.05,0,210,210
83438,NEE,163.45,*,NEE180518C00190000,,call,2018-05-18,2018-05-02,190.0,0.05,0.0,0.05,0,1,1
83450,NEE,163.45,*,NEE180615C00115000,,call,2018-06-15,2018-05-02,115.0,45.8,46.2,50.1,0,1,1
83452,NEE,163.45,*,NEE180615C00120000,,call,2018-06-15,2018-05-02,120.0,40.0,41.1,45.1,0,3,3
83456,NEE,163.45,*,NEE180615C00130000,,call,2018-06-15,2018-05-02,130.0,21.7,31.3,35.1,0,5,5
83460,NEE,163.45,*,NEE180615C00140000,,call,2018-06-15,2018-05-02,140.0,14.97,21.7,25.3,0,149,149
83462,NEE,163.45,*,NEE180615C00145000,,call,2018-06-15,2018-05-02,145.0,19.16,16.8,20.1,3,370,370
83464,NEE,163.45,*,NEE180615C00150000,,call,2018-06-15,2018-05-02,150.0,14.1,13.8,14.0,7,306,313
83466,NEE,163.45,*,NEE180615C00155000,,call,2018-06-15,2018-05-02,155.0,9.5,8.8,10.0,30,357,357
83468,NEE,163.45,*,NEE180615C00160000,,call,2018-06-15,2018-05-02,160.0,5.5,5.1,5.3,1,1092,1092
83470,NEE,163.45,*,NEE180615C00165000,,call,2018-06-15,2018-05-02,165.0,2.55,2.25,2.35,26,1142,1148
83472,NEE,163.45,*,NEE180615C00170000,,call,2018-06-15,2018-05-02,170.0,0.8,0.65,0.8,0,1114,1114
83474,NEE,163.45,*,NEE180615C00175000,,call,2018-06-15,2018-05-02,175.0,0.3,0.1,0.3,3,629,629
83476,NEE,163.45,*,NEE180615C00180000,,call,2018-06-15,2018-05-02,180.0,0.13,0.0,0.1,0,70,70
83478,NEE,163.45,*,NEE180615C00185000,,call,2018-06-15,2018-05-02,185.0,0.25,0.0,0.05,0,2,2
83494,NEE,163.45,*,NEE180921C00130000,,call,2018-09-21,2018-05-02,130.0,31.6,31.7,35.3,0,3,3
83496,NEE,163.45,*,NEE180921C00135000,,call,2018-09-21,2018-05-02,135.0,29.5,26.6,29.2,0,29,29
83498,NEE,163.45,*,NEE180921C00140000,,call,2018-09-21,2018-05-02,140.0,25.5,22.5,24.4,0,5,5
83500,NEE,163.45,*,NEE180921C00145000,,call,2018-09-21,2018-05-02,145.0,20.4,18.8,19.8,0,128,128
83502,NEE,163.45,*,NEE180921C00150000,,call,2018-09-21,2018-05-02,150.0,16.4,14.9,15.5,0,118,118
83504,NEE,163.45,*,NEE180921C00155000,,call,2018-09-21,2018-05-02,155.0,11.3,11.0,11.4,0,231,231
83506,NEE,163.45,*,NEE180921C00160000,,call,2018-09-21,2018-05-02,160.0,7.7,7.6,7.9,10,190,200
83508,NEE,163.45,*,NEE180921C00165000,,call,2018-09-21,2018-05-02,165.0,4.97,4.9,5.2,0,305,305
83510,NEE,163.45,*,NEE180921C00170000,,call,2018-09-21,2018-05-02,170.0,3.0,2.8,3.1,13,180,184
83512,NEE,163.45,*,NEE180921C00175000,,call,2018-09-21,2018-05-02,175.0,1.75,1.4,1.7,0,297,297
