,UnderlyingSymbol,UnderlyingPrice,Exchange,OptionRoot,OptionExt,Type,Expiration,DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,T1OpenInterest
83514,NEE,163.45,*,NEE180921C00180000,,call,2018-09-21,2018-05-02,180.0,0.65,0.7,0.85,1,133,133
83516,NEE,163.45,*,NEE180921C00185000,,call,2018-09-21,2018-05-02,185.0,0.47,0.25,0.35,0,119,119
83518,NEE,163.45,*,NEE180921C00190000,,call,2018-09-21,2018-05-02,190.0,0.3,0.05,0.15,0,1,1
83532,NEE,163.45,*,NEE181221C00140000,,call,2018-12-21,2018-05-02,140.0,23.4,24.2,25.7,0,5,5
83538,NEE,163.45,*,NEE181221C00155000,,call,2018-12-21,2018-05-02,155.0,13.19,11.7,13.2,0,1,1
83542,NEE,163.45,*,NEE181221C00165000,,call,2018-12-21,2018-05-02,165.0,7.01,6.2,7.4,0,8,8
83544,NEE,163.45,*,NEE181221C00170000,,call,2018-12-21,2018-05-02,170.0,5.01,4.4,4.8,0,1,1
83572,NEE,163.45,*,NEE190118C00120000,,call,2019-01-18,2018-05-02,120.0,40.8,41.9,44.8,0,12,12
83574,NEE,163.45,*,NEE190118C00125000,,call,2019-01-18,2018-05-02,125.0,25.7,36.6,40.3,0,5,5
83576,NEE,163.45,*,NEE190118C00130000,,call,2019-01-18,2018-05-02,130.0,35.6,33.2,34.9,0,189,189
83578,NEE,163.45,*,NEE190118C00135000,,call,2019-01-18,2018-05-02,135.0,21.7,28.9,30.2,0,203,203
83580,NEE,163.45,*,NEE190118C00140000,,call,2019-01-18,2018-05-02,140.0,19.0,24.2,25.8,0,18,18
83582,NEE,163.45,*,NEE190118C00145000,,call,2019-01-18,2018-05-02,145.0,14.22,20.6,21.6,0,15,15
83584,NEE,163.45,*,NEE190118C00150000,,call,2019-01-18,2018-05-02,150.0,16.02,16.0,17.6,0,783,783
83586,NEE,163.45,*,NEE190118C00155000,,call,2019-01-18,2018-05-02,155.0,11.42,13.1,14.1,0,539,539
83588,NEE,163.45,*,NEE190118C00160000,,call,2019-01-18,2018-05-02,160.0,9.6,9.5,10.7,0,184,184
83590,NEE,163.45,*,NEE190118C00165000,,call,2019-01-18,2018-05-02,165.0,7.1,7.1,8.0,0,280,280
83592,NEE,163.45,*,NEE190118C00170000,,call,2019-01-18,2018-05-02,170.0,5.23,4.8,5.4,1,330,331
83594,NEE,163.45,*,NEE190118C00175000,,call,2019-01-18,2018-05-02,175.0,3.5,3.1,3.8,0,546,546
83596,NEE,163.45,*,NEE190118C00180000,,call,2019-01-18,2018-05-02,180.0,2.3,1.9,2.65,0,117,117
83598,NEE,163.45,*,NEE190118C00185000,,call,2019-01-18,2018-05-02,185.0,1.4,1.1,1.7,0,135,135
83600,NEE,163.45,*,NEE190118C00190000,,call,2019-01-18,2018-05-02,190.0,1.15,0.5,0.85,0,10,10
83602,NEE,163.45,*,NEE190118C00195000,,call,2019-01-18,2018-05-02,195.0,0.45,0.3,0.5,0,61,61
83604,NEE,163.45,*,NEE190118C00200000,,call,2019-01-18,2018-05-02,200.0,0.4,0.1,0.3,0,101,101
83622,NEE,163.45,*,NEE200117C00120000,,call,2020-01-17,2018-05-02,120.0,38.7,44.3,45.9,0,25,25
83624,NEE,163.45,*,NEE200117C00125000,,call,2020-01-17,2018-05-02,125.0,41.37,39.7,41.9,0,8,8
83628,NEE,163.45,*,NEE200117C00135000,,call,2020-01-17,2018-05-02,135.0,25.8,31.9,33.9,0,30,30
83630,NEE,163.45,*,NEE200117C00140000,,call,2020-01-17,2018-05-02,140.0,21.4,26.8,30.1,0,60,60
83634,NEE,163.45,*,NEE200117C00150000,,call,2020-01-17,2018-05-02,150.0,21.38,20.0,22.8,0,78,78
83636,NEE,163.45,*,NEE200117C00155000,,call,2020-01-17,2018-05-02,155.0,17.1,17.2,20.1,0,245,245
83638,NEE,163.45,*,NEE200117C00160000,,call,2020-01-17,2018-05-02,160.0,15.84,13.7,16.8,0,71,71
83640,NEE,163.45,*,NEE200117C00165000,,call,2020-01-17,2018-05-02,165.0,13.42,10.6,14.4,0,24,24
83642,NEE,163.45,*,NEE200117C00170000,,call,2020-01-17,2018-05-02,170.0,11.45,9.0,11.7,0,29,29
83644,NEE,163.45,*,NEE200117C00175000,,call,2020-01-17,2018-05-02,175.0,10.0,6.3,9.6,0,129,129
83646,NEE,163.45,*,NEE200117C00180000,,call,2020-01-17,2018-05-02,180.0,7.35,5.3,7.7,0,107,107
83648,NEE,163.45,*,NEE200117C00185000,,call,2020-01-17,2018-05-02,185.0,5.7,2.7,6.0,0,19,19
83650,NEE,163.45,*,NEE200117C00190000,,call,2020-01-17,2018-05-02,190.0,3.9,2.35,4.6,0,11,11
83652,NEE,163.45,*,NEE200117C00195000,,call,2020-01-17,2018-05-02,195.0,3.6,1.0,3.7,0,5,5
83654,NEE,163.45,*,NEE200117C00200000,,call,2020-01-17,2018-05-02,200.0,2.1,2.05,2.8,0,9,9
83656,NEE,163.45,*,NEE200117C00210000,,call,2020-01-17,2018-05-02,210.0,1.4,0.95,1.7,0,30,30
83672,RF,18.55,*,RF180518C00013000,,call,2018-05-18,2018-05-02,13.0,3.95,5.05,6.5,0,0,0
83674,RF,18.55,*,RF180518C00014000,,call,2018-05-18,2018-05-02,14.0,4.7,3.65,5.7,0,48,48
83676,RF,18.55,*,RF180518C00015000,,call,2018-05-18,2018-05-02,15.0,3.75,3.5,3.6,0,441,441
83678,RF,18.55,*,RF180518C00016000,,call,2018-05-18,2018-05-02,16.0,2.5,2.5,3.35,0,1459,1459
83680,RF,18.55,*,RF180518C00017000,,call,2018-05-18,2018-05-02,17.0,1.6,1.58,1.62,5,1251,1256
83682,RF,18.55,*,RF180518C00018000,,call,2018-05-18,2018-05-02,18.0,0.88,0.71,0.74,14,2438,2449
83684,RF,18.55,*,RF180518C00019000,,call,2018-05-18,2018-05-02,19.0,0.2,0.19,0.21,133,9535,9526
83686,RF,18.55,*,RF180518C00020000,,call,2018-05-18,2018-05-02,20.0,0.03,0.03,0.05,205,9338,9429
83688,RF,18.55,*,RF180518C00021000,,call,2018-05-18,2018-05-02,21.0,0.03,0.01,0.03,0,12756,12756
83690,RF,18.55,*,RF180518C00022000,,call,2018-05-18,2018-05-02,22.0,0.02,0.01,0.02,0,12740,12740
83692,RF,18.55,*,RF180518C00023000,,call,2018-05-18,2018-05-02,23.0,0.01,0.0,0.01,0,26217,26217
83694,RF,18.55,*,RF180518C00024000,,call,2018-05-18,2018-05-02,24.0,0.02,0.0,0.01,0,48,48
83696,RF,18.55,*,RF180518C00025000,,call,2018-05-18,2018-05-02,25.0,0.04,0.0,0.02,0,5,5
83698,RF,18.55,*,RF180518C00026000,,call,2018-05-18,2018-05-02,26.0,0.01,0.0,0.02,0,76,76
83700,RF,18.55,*,RF180518C00027000,,call,2018-05-18,2018-05-02,27.0,0.01,0.0,0.02,1,100,101
83712,RF,18.55,*,RF180615C00015000,,call,2018-06-15,2018-05-02,15.0,3.8,3.55,3.65,0,20,20
83714,RF,18.55,*,RF180615C00016000,,call,2018-06-15,2018-05-02,16.0,3.2,1.32,3.35,0,25,25
83718,RF,18.55,*,RF180615C00018000,,call,2018-06-15,2018-05-02,18.0,0.95,0.92,0.95,0,281,281
83720,RF,18.55,*,RF180615C00019000,,call,2018-06-15,2018-05-02,19.0,0.5,0.4,0.43,21,329,340
83722,RF,18.55,*,RF180615C00020000,,call,2018-06-15,2018-05-02,20.0,0.19,0.15,0.17,9,4970,4972
83724,RF,18.55,*,RF180615C00021000,,call,2018-06-15,2018-05-02,21.0,0.07,0.04,0.08,30,223,223
83726,RF,18.55,*,RF180615C00022000,,call,2018-06-15,2018-05-02,22.0,0.04,0.01,0.05,0,5,5
83728,RF,18.55,*,RF180615C00023000,,call,2018-06-15,2018-05-02,23.0,0.04,0.0,0.04,0,150,150
83738,RF,18.55,*,RF180817C00010000,,call,2018-08-17,2018-05-02,10.0,9.7,6.95,9.7,0,3,3
83748,RF,18.55,*,RF180817C00015000,,call,2018-08-17,2018-05-02,15.0,3.7,3.65,3.75,0,20,20
83750,RF,18.55,*,RF180817C00016000,,call,2018-08-17,2018-05-02,16.0,3.15,2.46,2.88,0,195,195
83752,RF,18.55,*,RF180817C00017000,,call,2018-08-17,2018-05-02,17.0,2.38,1.96,2.19,0,282,282
83754,RF,18.55,*,RF180817C00018000,,call,2018-08-17,2018-05-02,18.0,1.32,1.28,1.32,5,1521,1522
83756,RF,18.55,*,RF180817C00019000,,call,2018-08-17,2018-05-02,19.0,0.77,0.76,0.8,78,3837,3827
83758,RF,18.55,*,RF180817C00020000,,call,2018-08-17,2018-05-02,20.0,0.44,0.41,0.46,40,5524,5554
83760,RF,18.55,*,RF180817C00021000,,call,2018-08-17,2018-05-02,21.0,0.29,0.22,0.25,0,1698,1698
83762,RF,18.55,*,RF180817C00022000,,call,2018-08-17,2018-05-02,22.0,0.21,0.11,0.15,0,673,673
83764,RF,18.55,*,RF180817C00023000,,call,2018-08-17,2018-05-02,23.0,0.18,0.05,0.09,0,264,264
83766,RF,18.55,*,RF180817C00024000,,call,2018-08-17,2018-05-02,24.0,0.1,0.02,0.08,0,206,206
83768,RF,18.55,*,RF180817C00025000,,call,2018-08-17,2018-05-02,25.0,0.05,0.01,0.05,0,89,89
83772,RF,18.55,*,RF180817C00027000,,call,2018-08-17,2018-05-02,27.0,0.03,0.0,0.05,1,52,53
83786,RF,18.55,*,RF181116C00017000,,call,2018-11-16,2018-05-02,17.0,2.38,2.29,2.44,1,10,10
83788,RF,18.55,*,RF181116C00018000,,call,2018-11-16,2018-05-02,18.0,1.76,1.68,1.75,2,114,114
83790,RF,18.55,*,RF181116C00019000,,call,2018-11-16,2018-05-02,19.0,1.2,1.18,1.24,0,404,404
83792,RF,18.55,*,RF181116C00020000,,call,2018-11-16,2018-05-02,20.0,0.89,0.78,0.85,18,141,158
83794,RF,18.55,*,RF181116C00021000,,call,2018-11-16,2018-05-02,21.0,0.6,0.53,0.57,10,194,204
83796,RF,18.55,*,RF181116C00022000,,call,2018-11-16,2018-05-02,22.0,0.4,0.34,0.38,0,33,33
83798,RF,18.55,*,RF181116C00023000,,call,2018-11-16,2018-05-02,23.0,0.53,0.21,0.25,0,1,1
83800,RF,18.55,*,RF181116C00024000,,call,2018-11-16,2018-05-02,24.0,0.2,0.13,0.17,0,29,29
83802,RF,18.55,*,RF181116C00025000,,call,2018-11-16,2018-05-02,25.0,0.14,0.1,0.12,0,11,11
83808,RF,18.55,*,RF190118C00003000,,call,2019-01-18,2018-05-02,3.0,11.0,14.75,17.0,0,1,1
83816,RF,18.55,*,RF190118C00010000,,call,2019-01-18,2018-05-02,10.0,10.05,7.4,10.05,0,1294,1294
83820,RF,18.55,*,RF190118C00012000,,call,2019-01-18,2018-05-02,12.0,7.1,6.0,7.8,0,1503,1503
83826,RF,18.55,*,RF190118C00015000,,call,2019-01-18,2018-05-02,15.0,4.25,3.95,4.15,10,2540,2540
83828,RF,18.55,*,RF190118C00016000,,call,2019-01-18,2018-05-02,16.0,3.78,3.2,3.4,0,5,5
83830,RF,18.55,*,RF190118C00017000,,call,2019-01-18,2018-05-02,17.0,2.55,2.51,2.65,20,2070,2070
83834,RF,18.55,*,RF190118C00019000,,call,2019-01-18,2018-05-02,19.0,1.65,1.35,1.6,0,1,1
83836,RF,18.55,*,RF190118C00020000,,call,2019-01-18,2018-05-02,20.0,1.04,0.99,1.1,26,2388,2363
83838,RF,18.55,*,RF190118C00021000,,call,2019-01-18,2018-05-02,21.0,0.67,0.61,0.8,7,10,17
83840,RF,18.55,*,RF190118C00022000,,call,2019-01-18,2018-05-02,22.0,0.49,0.47,0.55,0,577,577
83842,RF,18.55,*,RF190118C00023000,,call,2019-01-18,2018-05-02,23.0,0.43,0.3,0.43,0,5,5
83844,RF,18.55,*,RF190118C00024000,,call,2019-01-18,2018-05-02,24.0,0.27,0.18,0.3,2,1,3
83846,RF,18.55,*,RF190118C00025000,,call,2019-01-18,2018-05-02,25.0,0.19,0.11,0.22,3,2051,2051
83850,RF,18.55,*,RF190118C00027000,,call,2019-01-18,2018-05-02,27.0,0.15,0.02,1.58,0,115,115
83852,RF,18.55,*,RF200117C00002000,,call,2020-01-17,2018-05-02,2.0,14.75,14.2,19.0,0,0,0
83860,RF,18.55,*,RF200117C00008000,,call,2020-01-17,2018-05-02,8.0,11.05,8.85,11.45,0,22,22
83862,RF,18.55,*,RF200117C00010000,,call,2020-01-17,2018-05-02,10.0,9.25,7.4,10.65,0,200,200
83864,RF,18.55,*,RF200117C00012000,,call,2020-01-17,2018-05-02,12.0,7.2,6.6,7.9,0,456,456
83866,RF,18.55,*,RF200117C00015000,,call,2020-01-17,2018-05-02,15.0,5.15,4.75,5.25,0,706,706
83868,RF,18.55,*,RF200117C00017000,,call,2020-01-17,2018-05-02,17.0,4.0,3.55,3.9,0,683,683
83870,RF,18.55,*,RF200117C00020000,,call,2020-01-17,2018-05-02,20.0,2.12,1.24,2.53,0,690,690
83872,RF,18.55,*,RF200117C00022000,,call,2020-01-17,2018-05-02,22.0,1.8,1.44,1.75,0,281,281
83874,RF,18.55,*,RF200117C00025000,,call,2020-01-17,2018-05-02,25.0,1.1,0.75,1.03,0,92,92
83876,RF,18.55,*,RF200117C00030000,,call,2020-01-17,2018-05-02,30.0,0.3,0.2,0.52,0,4,4
83884,TXN,102.96,*,TXN180504C00080000,,call,2018-05-04,2018-05-02,80.0,22.63,21.55,24.55,0,2,2
83894,TXN,102.96,*,TXN180504C00089000,,call,2018-05-04,2018-05-02,89.0,12.72,13.0,15.45,0,3,3
83896,TXN,102.96,*,TXN180504C00090000,,call,2018-05-04,2018-05-02,90.0,13.4,12.75,13.2,2,38,38
83902,TXN,102.96,*,TXN180504C00093000,,call,2018-05-04,2018-05-02,93.0,10.35,9.8,11.3,0,125,125
83904,TXN,102.96,*,TXN180504C00094000,,call,2018-05-04,2018-05-02,94.0,5.45,8.3,10.3,0,109,109
83906,TXN,102.96,*,TXN180504C00095000,,call,2018-05-04,2018-05-02,95.0,8.86,6.9,9.5,0,80,80
83908,TXN,102.96,*,TXN180504C00096000,,call,2018-05-04,2018-05-02,96.0,6.7,6.05,8.2,0,212,212
83912,TXN,102.96,*,TXN180504C00097000,,call,2018-05-04,2018-05-02,97.0,5.45,5.65,7.05,0,336,336
83916,TXN,102.96,*,TXN180504C00098000,,call,2018-05-04,2018-05-02,98.0,4.45,4.9,5.15,0,149,149
83918,TXN,102.96,*,TXN180504C00098500,,call,2018-05-04,2018-05-02,98.5,3.5,4.2,5.8,0,108,108
83920,TXN,102.96,*,TXN180504C00099000,,call,2018-05-04,2018-05-02,99.0,3.15,3.9,4.2,17,155,154
83922,TXN,102.96,*,TXN180504C00099500,,call,2018-05-04,2018-05-02,99.5,3.6,3.4,3.7,14,198,188
83924,TXN,102.96,*,TXN180504C00100000,,call,2018-05-04,2018-05-02,100.0,3.6,2.96,3.2,10,212,212
83926,TXN,102.96,*,TXN180504C00101000,,call,2018-05-04,2018-05-02,101.0,2.55,2.05,2.24,27,137,155
83928,TXN,102.96,*,TXN180504C00102000,,call,2018-05-04,2018-05-02,102.0,1.29,1.27,1.4,51,352,319
83930,TXN,102.96,*,TXN180504C00103000,,call,2018-05-04,2018-05-02,103.0,1.12,0.65,0.75,62,268,307
83932,TXN,102.96,*,TXN180504C00104000,,call,2018-05-04,2018-05-02,104.0,0.46,0.28,0.34,199,567,538
83934,TXN,102.96,*,TXN180504C00105000,,call,2018-05-04,2018-05-02,105.0,0.16,0.11,0.14,32,465,484
83936,TXN,102.96,*,TXN180504C00106000,,call,2018-05-04,2018-05-02,106.0,0.14,0.04,0.09,82,207,228
83938,TXN,102.96,*,TXN180504C00107000,,call,2018-05-04,2018-05-02,107.0,0.04,0.02,0.06,14,80,80
83940,TXN,102.96,*,TXN180504C00108000,,call,2018-05-04,2018-05-02,108.0,0.04,0.0,0.03,0,88,88
83942,TXN,102.96,*,TXN180504C00109000,,call,2018-05-04,2018-05-02,109.0,0.02,0.0,0.03,0,70,70
83944,TXN,102.96,*,TXN180504C00110000,,call,2018-05-04,2018-05-02,110.0,0.01,0.0,0.03,1,93,93
83946,TXN,102.96,*,TXN180504C00111000,,call,2018-05-04,2018-05-02,111.0,0.05,0.0,0.08,0,18,0
83948,TXN,102.96,*,TXN180504C00112000,,call,2018-05-04,2018-05-02,112.0,0.03,0.0,0.05,0,23,23
83950,TXN,102.96,*,TXN180504C00113000,,call,2018-05-04,2018-05-02,113.0,0.09,0.0,0.07,0,20,0
83954,TXN,102.96,*,TXN180504C00115000,,call,2018-05-04,2018-05-02,115.0,0.02,0.0,0.03,0,140,140
83956,TXN,102.96,*,TXN180504C00116000,,call,2018-05-04,2018-05-02,116.0,0.01,0.0,0.02,20,0,20
83958,TXN,102.96,*,TXN180504C00117000,,call,2018-05-04,2018-05-02,117.0,0.04,0.0,0.03,0,1,0
83960,TXN,102.96,*,TXN180504C00118000,,call,2018-05-04,2018-05-02,118.0,0.25,0.0,0.11,0,13,0
83974,TXN,102.96,*,TXN180504C00125000,,call,2018-05-04,2018-05-02,125.0,0.18,0.0,0.03,0,3,0
83996,TXN,102.96,*,TXN180511C00090000,,call,2018-05-11,2018-05-02,90.0,8.6,12.1,14.35,0,115,115
84006,TXN,102.96,*,TXN180511C00094500,,call,2018-05-11,2018-05-02,94.5,8.0,7.45,9.9,0,167,167
84008,TXN,102.96,*,TXN180511C00095000,,call,2018-05-11,2018-05-02,95.0,7.6,6.9,9.5,0,28,28
84010,TXN,102.96,*,TXN180511C00095500,,call,2018-05-11,2018-05-02,95.5,7.6,6.35,9.0,0,269,269
84012,TXN,102.96,*,TXN180511C00096000,,call,2018-05-11,2018-05-02,96.0,7.96,6.0,8.45,0,223,223
84014,TXN,102.96,*,TXN180511C00096500,,call,2018-05-11,2018-05-02,96.5,6.75,5.35,8.15,0,120,120
84016,TXN,102.96,*,TXN180511C00097000,,call,2018-05-11,2018-05-02,97.0,7.15,4.9,7.5,0,112,112
84018,TXN,102.96,*,TXN180511C00097500,,call,2018-05-11,2018-05-02,97.5,4.75,4.7,6.8,0,103,103
84020,TXN,102.96,*,TXN180511C00098000,,call,2018-05-11,2018-05-02,98.0,5.75,4.15,6.5,0,74,74
84022,TXN,102.96,*,TXN180511C00098500,,call,2018-05-11,2018-05-02,98.5,5.62,3.55,6.05,0,95,95
84024,TXN,102.96,*,TXN180511C00099000,,call,2018-05-11,2018-05-02,99.0,3.25,4.05,4.3,0,76,76
84026,TXN,102.96,*,TXN180511C00099500,,call,2018-05-11,2018-05-02,99.5,3.47,2.34,4.9,0,43,43
84028,TXN,102.96,*,TXN180511C00100000,,call,2018-05-11,2018-05-02,100.0,2.51,3.2,3.4,0,39,39
84030,TXN,102.96,*,TXN180511C00101000,,call,2018-05-11,2018-05-02,101.0,3.3,2.45,2.63,0,49,49
84032,TXN,102.96,*,TXN180511C00102000,,call,2018-05-11,2018-05-02,102.0,2.33,1.85,1.94,8,827,824
84034,TXN,102.96,*,TXN180511C00103000,,call,2018-05-11,2018-05-02,103.0,1.77,1.32,1.39,43,1116,1124
84036,TXN,102.96,*,TXN180511C00104000,,call,2018-05-11,2018-05-02,104.0,1.14,0.9,0.96,17,147,162
84038,TXN,102.96,*,TXN180511C00105000,,call,2018-05-11,2018-05-02,105.0,0.8,0.58,0.64,66,101,115
84040,TXN,102.96,*,TXN180511C00106000,,call,2018-05-11,2018-05-02,106.0,0.42,0.36,0.41,60,62,102
84042,TXN,102.96,*,TXN180511C00107000,,call,2018-05-11,2018-05-02,107.0,0.31,0.22,0.26,1,135,135
84044,TXN,102.96,*,TXN180511C00108000,,call,2018-05-11,2018-05-02,108.0,0.31,0.12,0.17,0,22,22
84046,TXN,102.96,*,TXN180511C00109000,,call,2018-05-11,2018-05-02,109.0,0.35,0.07,0.13,0,21,21
84048,TXN,102.96,*,TXN180511C00110000,,call,2018-05-11,2018-05-02,110.0,0.09,0.04,0.09,6,92,87
84050,TXN,102.96,*,TXN180511C00111000,,call,2018-05-11,2018-05-02,111.0,0.23,0.02,0.06,0,13,13
84052,TXN,102.96,*,TXN180511C00112000,,call,2018-05-11,2018-05-02,112.0,0.78,0.0,0.06,0,4,4
84054,TXN,102.96,*,TXN180511C00113000,,call,2018-05-11,2018-05-02,113.0,0.04,0.0,0.07,0,12,12
84058,TXN,102.96,*,TXN180511C00115000,,call,2018-05-11,2018-05-02,115.0,0.01,0.0,0.11,0,2,2
84060,TXN,102.96,*,TXN180511C00116000,,call,2018-05-11,2018-05-02,116.0,0.12,0.0,0.11,0,1,1
84062,TXN,102.96,*,TXN180511C00117000,,call,2018-05-11,2018-05-02,117.0,0.08,0.0,0.04,0,7,7
84064,TXN,102.96,*,TXN180511C00118000,,call,2018-05-11,2018-05-02,118.0,0.1,0.0,0.06,0,5,5
84082,TXN,102.96,*,TXN180518C00075000,,call,2018-05-18,2018-05-02,75.0,25.95,26.4,29.65,0,3,3
84084,TXN,102.96,*,TXN180518C00080000,,call,2018-05-18,2018-05-02,80.0,19.85,21.4,24.65,0,15,15
84090,TXN,102.96,*,TXN180518C00090000,,call,2018-05-18,2018-05-02,90.0,12.59,11.55,14.65,0,133,133
84092,TXN,102.96,*,TXN180518C00091000,,call,2018-05-18,2018-05-02,91.0,12.3,10.55,13.65,0,38,38
84094,TXN,102.96,*,TXN180518C00092000,,call,2018-05-18,2018-05-02,92.0,10.05,9.95,12.65,0,218,218
84096,TXN,102.96,*,TXN180518C00093000,,call,2018-05-18,2018-05-02,93.0,10.9,9.9,10.15,3,65,65
84098,TXN,102.96,*,TXN180518C00094000,,call,2018-05-18,2018-05-02,94.0,8.5,7.55,10.7,0,160,160
84100,TXN,102.96,*,TXN180518C00094500,,call,2018-05-18,2018-05-02,94.5,8.25,7.45,10.2,0,231,231
84102,TXN,102.96,*,TXN180518C00095000,,call,2018-05-18,2018-05-02,95.0,6.22,7.2,9.75,0,259,259
84104,TXN,102.96,*,TXN180518C00095500,,call,2018-05-18,2018-05-02,95.5,7.5,6.5,9.25,0,88,88
84106,TXN,102.96,*,TXN180518C00096000,,call,2018-05-18,2018-05-02,96.0,5.85,6.95,7.25,0,90,90
84108,TXN,102.96,*,TXN180518C00096500,,call,2018-05-18,2018-05-02,96.5,6.65,5.8,8.3,0,23,23
84110,TXN,102.96,*,TXN180518C00097000,,call,2018-05-18,2018-05-02,97.0,7.55,5.6,7.85,0,74,74
84112,TXN,102.96,*,TXN180518C00097500,,call,2018-05-18,2018-05-02,97.5,6.55,5.6,5.85,2,567,567
84114,TXN,102.96,*,TXN180518C00098000,,call,2018-05-18,2018-05-02,98.0,5.7,5.2,5.4,0,251,251
84116,TXN,102.96,*,TXN180518C00098500,,call,2018-05-18,2018-05-02,98.5,4.35,4.75,4.95,0,180,180
84118,TXN,102.96,*,TXN180518C00099000,,call,2018-05-18,2018-05-02,99.0,5.18,4.35,4.7,0,119,119
84120,TXN,102.96,*,TXN180518C00099500,,call,2018-05-18,2018-05-02,99.5,2.92,4.0,4.25,0,126,126
84122,TXN,102.96,*,TXN180518C00100000,,call,2018-05-18,2018-05-02,100.0,3.8,3.65,3.8,14,2277,2275
84124,TXN,102.96,*,TXN180518C00101000,,call,2018-05-18,2018-05-02,101.0,3.85,2.98,3.1,71,395,396
84126,TXN,102.96,*,TXN180518C00102000,,call,2018-05-18,2018-05-02,102.0,2.7,2.38,2.46,253,795,737
84128,TXN,102.96,*,TXN180518C00103000,,call,2018-05-18,2018-05-02,103.0,2.14,1.86,1.93,176,818,857
84130,TXN,102.96,*,TXN180518C00104000,,call,2018-05-18,2018-05-02,104.0,1.79,1.42,1.48,39,311,324
84132,TXN,102.96,*,TXN180518C00105000,,call,2018-05-18,2018-05-02,105.0,1.25,1.04,1.11,1109,3571,4580
84134,TXN,102.96,*,TXN180518C00106000,,call,2018-05-18,2018-05-02,106.0,0.83,0.76,0.81,164,166,283
84136,TXN,102.96,*,TXN180518C00107000,,call,2018-05-18,2018-05-02,107.0,0.65,0.54,0.58,6,250,249
84138,TXN,102.96,*,TXN180518C00108000,,call,2018-05-18,2018-05-02,108.0,0.4,0.37,0.41,151,57,207
84140,TXN,102.96,*,TXN180518C00109000,,call,2018-05-18,2018-05-02,109.0,0.21,0.25,0.3,0,197,197
84142,TXN,102.96,*,TXN180518C00110000,,call,2018-05-18,2018-05-02,110.0,0.24,0.17,0.21,27,1453,1444
84144,TXN,102.96,*,TXN180518C00111000,,call,2018-05-18,2018-05-02,111.0,0.2,0.11,0.17,0,19,19
84146,TXN,102.96,*,TXN180518C00112000,,call,2018-05-18,2018-05-02,112.0,0.12,0.08,0.13,0,3,3
84148,TXN,102.96,*,TXN180518C00113000,,call,2018-05-18,2018-05-02,113.0,0.22,0.05,0.11,0,28,28
84150,TXN,102.96,*,TXN180518C00115000,,call,2018-05-18,2018-05-02,115.0,0.02,0.01,0.08,0,602,602
84152,TXN,102.96,*,TXN180518C00120000,,call,2018-05-18,2018-05-02,120.0,0.02,0.01,0.06,0,398,398
84154,TXN,102.96,*,TXN180518C00125000,,call,2018-05-18,2018-05-02,125.0,0.12,0.0,0.05,0,57,57
84156,TXN,102.96,*,TXN180518C00130000,,call,2018-05-18,2018-05-02,130.0,0.03,0.0,0.05,0,3,3
84158,TXN,102.96,*,TXN180518C00135000,,call,2018-05-18,2018-05-02,135.0,0.02,0.0,0.04,0,1,1
84160,TXN,102.96,*,TXN180518C00140000,,call,2018-05-18,2018-05-02,140.0,0.05,0.0,0.04,0,1,0
84162,TXN,102.96,*,TXN180518C00145000,,call,2018-05-18,2018-05-02,145.0,0.04,0.0,0.01,0,40,40
84164,TXN,102.96,*,TXN180518C00150000,,call,2018-05-18,2018-05-02,150.0,0.02,0.0,0.04,0,10,0
84178,TXN,102.96,*,TXN180525C00090000,,call,2018-05-25,2018-05-02,90.0,9.55,11.95,14.45,0,3,3
84182,TXN,102.96,*,TXN180525C00092000,,call,2018-05-25,2018-05-02,92.0,7.3,9.9,12.5,0,97,97
84186,TXN,102.96,*,TXN180525C00094000,,call,2018-05-25,2018-05-02,94.0,7.3,7.85,10.65,0,11,11
84190,TXN,102.96,*,TXN180525C00095000,,call,2018-05-25,2018-05-02,95.0,8.5,7.35,9.1,0,16,16
84194,TXN,102.96,*,TXN180525C00096000,,call,2018-05-25,2018-05-02,96.0,6.0,6.7,7.95,0,10,10
84196,TXN,102.96,*,TXN180525C00096500,,call,2018-05-25,2018-05-02,96.5,6.2,6.65,7.65,0,40,40
84198,TXN,102.96,*,TXN180525C00097000,,call,2018-05-25,2018-05-02,97.0,6.05,5.45,7.0,0,71,71
84200,TXN,102.96,*,TXN180525C00097500,,call,2018-05-25,2018-05-02,97.5,5.8,4.75,6.9,0,11,11
84202,TXN,102.96,*,TXN180525C00098000,,call,2018-05-25,2018-05-02,98.0,5.73,5.05,5.8,0,33,33
84204,TXN,102.96,*,TXN180525C00098500,,call,2018-05-25,2018-05-02,98.5,5.3,5.1,5.3,18,35,52
84206,TXN,102.96,*,TXN180525C00099000,,call,2018-05-25,2018-05-02,99.0,4.0,4.7,4.95,0,28,28
84208,TXN,102.96,*,TXN180525C00099500,,call,2018-05-25,2018-05-02,99.5,4.3,4.4,4.55,9,10,19
84210,TXN,102.96,*,TXN180525C00100000,,call,2018-05-25,2018-05-02,100.0,5.4,4.05,4.25,0,25,25
84212,TXN,102.96,*,TXN180525C00101000,,call,2018-05-25,2018-05-02,101.0,3.35,3.4,3.55,0,13,13
84214,TXN,102.96,*,TXN180525C00102000,,call,2018-05-25,2018-05-02,102.0,2.34,2.79,2.94,0,26,26
